Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Unnamed: 12,phone number,Floor Number,Total Floors
2022-06-04,1,3000,200,super area,barasat,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-06-30,2,5200,650,carpet area,sukchar,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-06-22,2,25000,1000,super area,"tagore park, kasba",kolkata,furnished,bachelors/family,2,contact owner,,6360088226,1,1.0
2022-05-27,2,12500,680,carpet area,barrackpore,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-17,2,8500,720,carpet area,"silpara, purba barisha",kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-06-20,2,3500,500,carpet area,konnagar,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,4,5.0
2022-06-30,2,7000,800,super area,madhyam gram,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-19,1,3000,160,super area,"kudghat, ashok nagar",kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-06-19,2,14000,1200,carpet area,salt lake city sector 5,kolkata,unfurnished,bachelors/family,2,contact agent,,6360088226,1,2.0
2022-06-17,1,18000,700,super area,salt lake city sector 3,kolkata,furnished,bachelors/family,1,contact owner,,6360088226,0,4.0
2022-06-13,1,3500,1000,super area,dum dum cantonment,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-06-16,2,16000,1250,super area,kasba,kolkata,unfurnished,bachelors/family,2,contact agent,,6360088226,0,1.0
2022-05-06,4,35000,1600,super area,salt lake city,kolkata,unfurnished,bachelors/family,3,contact owner,,6360088226,0,3.0
2022-06-04,2,21000,700,super area,lake gardens,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-16,1,4500,450,super area,"silpara, purba barisha",kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-04,2,15000,839,super area,howrah,kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-07-01,1,4500,230,super area,birati,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-05-06,1,5500,1800,super area,baranagar,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-10,2,8500,800,super area,baguihati,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-27,1,5000,500,carpet area,brahmapur near bansdroni,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-05-22,2,8500,620,carpet area,kasba,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,0,1.0
2022-04-24,2,9000,650,carpet area,tollygunge kabardanga,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-23,1,7500,550,super area,"naktala, garia",kolkata,semi-furnished,bachelors/family,1,contact agent,,6360088226,1,2.0
2022-04-23,2,7000,450,carpet area,safuipara,kolkata,furnished,bachelors,2,contact owner,,6360088226,1,3.0
2022-04-24,3,15000,1350,carpet area,"annapurna apartment, rajarhat chowmatha",kolkata,unfurnished,family,2,contact owner,,6360088226,1,2.0
2022-05-06,2,7000,600,super area,"park circus, ballygunge",kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-05-31,3,10000,1200,super area,belghoria,kolkata,furnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-06-25,2,7000,700,super area,"haridevpur, paschim putiary",kolkata,unfurnished,bachelors/family,1,contact agent,,6360088226,1,2.0
2022-06-27,3,3200,800,carpet area,bhawanipur,kolkata,furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-06-19,2,6000,600,carpet area,santoshpur,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-06-19,2,12000,900,super area,tollygunge,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-31,2,6000,750,super area,behala,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-07-01,3,10000,1250,super area,jaffarpore rifle range road,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-31,3,12000,1000,super area,dariya,kolkata,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,2.0
2022-06-03,2,8000,600,super area,howrah,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-30,2,5300,650,carpet area,sodepur,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,1,1.0
2022-06-24,2,5000,450,carpet area,liluah,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,2,3.0
2022-06-11,3,8500,800,super area,near dumdum metro,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-19,3,22000,1000,carpet area,"sukanta nagar, new barrakpur",kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-06-19,2,7000,1000,super area,"kumarpara, narendrapur",kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-06-25,3,25000,1400,carpet area,salt lake city,kolkata,furnished,bachelors,3,contact agent,,6360088226,5,5.0
2022-06-11,2,7000,600,carpet area,barrackpore,kolkata,semi-furnished,bachelors,1,contact owner,,6360088226,1,4.0
2022-06-13,2,15000,723,carpet area,narendrapur,kolkata,furnished,family,1,contact owner,,6360088226,0,3.0
2022-06-19,1,6000,320,carpet area,sahid nagar,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-17,2,8000,900,super area,belghoria,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-05-27,3,40000,1400,carpet area,salt lake city sector 2,kolkata,furnished,bachelors/family,2,contact agent,,6360088226,0,2.0
2022-06-24,1,6000,2160,super area,kasba,kolkata,semi-furnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-06-22,2,15000,650,carpet area,kasba bosepukur,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-16,2,6500,800,super area,kanchrapara,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,1.0
2022-06-08,3,8000,800,super area,bansdroni,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-05,1,5500,500,carpet area,"garia station, garia",kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-28,3,9000,1700,super area,panchanantala road,kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-04-27,1,6000,130,carpet area,bow bazar,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-14,1,15000,505,super area,kasba,kolkata,furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-07-04,4,30000,4000,super area,"sakher bazar, purba barisha",kolkata,furnished,bachelors/family,3,contact agent,,6360088226,0,3.0
2022-05-22,3,30000,1250,super area,new alipore,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-15,1,5000,700,carpet area,my own house,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-12,2,15000,900,super area,"park circus, ballygunge",kolkata,unfurnished,bachelors,1,contact owner,,6360088226,0,1.0
2022-06-26,1,6500,650,super area,joka,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,1.0
2022-06-29,2,4500,750,super area,azadgarh,kolkata,furnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-05-07,2,7000,450,carpet area,mandirtala,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-06-25,1,6500,350,carpet area,dhakuria,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-12,1,17500,480,carpet area,rabindra sarovar metro,kolkata,furnished,bachelors,2,contact owner,,6360088226,1,2.0
2022-06-18,2,10000,900,super area,garia,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-05-24,1,1500,200,super area,santoshpur,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-06,3,25000,1100,super area,"regent estate, bijoygarh",kolkata,unfurnished,bachelors/family,3,contact owner,,6360088226,2,3.0
2022-04-28,2,12000,800,carpet area,kasba,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-05,3,7500,1000,carpet area,south station pally dankuni,kolkata,furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-11,1,7000,800,carpet area,kumargali,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-29,1,3500,200,super area,baguihati,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,-1,4.0
2022-06-26,3,10000,1190,carpet area,sarsuna,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-17,2,14000,900,carpet area,salt lake city,kolkata,unfurnished,bachelors,2,contact agent,,6360088226,0,2.0
2022-05-28,2,15000,1500,super area,garia,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-05-15,2,6500,600,super area,thakurpukur,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-14,3,10000,800,super area,brahmapur,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,4.0
2022-05-09,2,10500,800,carpet area,santoshpur,kolkata,unfurnished,family,2,contact owner,,6360088226,1,2.0
2022-06-11,3,10000,900,carpet area,garia,kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-04-24,1,5000,350,carpet area,purba barisha,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-06-29,2,9000,800,carpet area,sodepur,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-23,2,20000,1600,carpet area,jadavpur university,kolkata,unfurnished,bachelors,2,contact owner,,6360088226,0,3.0
2022-05-12,3,35000,1012,carpet area,salt lake city sector 1,kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-04-29,3,15000,1200,carpet area,"pathak para, behala",kolkata,unfurnished,bachelors,2,contact owner,,6360088226,0,2.0
2022-04-23,2,20000,700,super area,salt lake city sector 1,kolkata,furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-05-09,2,12000,1000,super area,behala,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-06-30,2,8000,800,carpet area,thakurpukur,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,0,3.0
2022-05-05,1,3000,500,super area,hatiara,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-05-20,3,20000,1200,carpet area,"haridevpur, paschim putiary",kolkata,semi-furnished,bachelors,2,contact owner,,6360088226,0,1.0
2022-06-10,1,9000,450,carpet area,salt lake city sector 2,kolkata,unfurnished,bachelors,1,contact agent,,6360088226,0,2.0
2022-06-25,3,13000,950,carpet area,"rabindrapally, garia",kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-30,1,7000,350,carpet area,salt lake city sector 5,kolkata,unfurnished,bachelors/family,1,contact agent,,6360088226,0,2.0
2022-06-03,1,9000,450,carpet area,salt lake city sector 5,kolkata,unfurnished,bachelors/family,1,contact agent,,6360088226,0,3.0
2022-05-03,1,9000,550,carpet area,"bangur avenue, lake town",kolkata,semi-furnished,bachelors,1,contact owner,,6360088226,0,2.0
2022-05-19,2,10000,300,carpet area,keshtopur,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,0,1.0
2022-05-09,3,15000,1250,super area,"sakher bazar, purba barisha",kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-06-22,2,7000,700,super area,garia,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-31,3,8000,812,super area,hooghly,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-06-21,2,8000,550,super area,"kalabagan, tollygunge",kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-22,1,5000,500,super area,rishra,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-06-23,1,14000,320,carpet area,"action area 3, rajarhat newtown",kolkata,furnished,bachelors,1,contact owner,,6360088226,1,2.0
2022-05-05,2,5000,600,super area,"anandapuri, barrackpore",kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-01,2,5000,420,carpet area,barasat,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,0,2.0
2022-06-29,3,12000,1100,super area,rabindrapally kestopur,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,0,2.0
2022-06-29,1,3200,220,super area,sodepur,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,3,4.0
2022-06-10,2,8500,700,carpet area,nungi more,kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-06,3,16000,1200,carpet area,"baishnabghata, garia",kolkata,unfurnished,bachelors/family,2,contact agent,,6360088226,0,2.0
2022-05-23,2,14000,800,carpet area,santoshpur - em bypass,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,0,3.0
2022-06-16,1,8000,300,carpet area,bansdroni,kolkata,furnished,bachelors,1,contact agent,,6360088226,0,1.0
2022-05-26,2,7000,650,carpet area,baruipur,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-30,1,8000,600,super area,garia,kolkata,furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-08,1,3000,350,super area,belghoria,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-06-14,1,3800,500,carpet area,nalta,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,1,3.0
2022-06-10,1,6500,400,super area,"vivek nagar, garfa",kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,1,1.0
2022-05-04,3,20000,1750,super area,kalindi,kolkata,semi-furnished,bachelors/family,3,contact owner,,6360088226,0,3.0
2022-05-04,3,30000,1600,super area,ballygunge,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,3,3.0
2022-06-13,1,8000,300,carpet area,salt lake city sector 5,kolkata,semi-furnished,bachelors/family,1,contact agent,,6360088226,0,2.0
2022-06-25,2,14000,1100,super area,"survey park, santoshpur, kolkata",kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-06-22,2,7200,830,super area,sodepur,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-05-20,2,7000,600,carpet area,2 bhk,kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-06-01,1,7000,500,super area,baranagar,kolkata,unfurnished,bachelors,2,contact owner,,6360088226,1,2.0
2022-06-29,2,7500,900,carpet area,dum dum cantonment,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-30,2,8500,1250,carpet area,barasat,kolkata,unfurnished,family,2,contact owner,,6360088226,0,1.0
2022-06-03,2,12000,700,carpet area,salt lake city sector 2,kolkata,unfurnished,bachelors,1,contact agent,,6360088226,0,2.0
2022-06-22,1,8500,850,carpet area,dakshineswar,kolkata,unfurnished,bachelors,2,contact owner,,6360088226,0,1.0
2022-06-29,2,9500,550,carpet area,"garia station, garia",kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-06-30,2,7500,550,carpet area,"new garia metro, new garia",kolkata,furnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-06-15,2,12000,1200,super area,hati bagan - bansdroni,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-06-15,3,20000,1100,carpet area,salt lake city sector 2,kolkata,unfurnished,bachelors,2,contact agent,,6360088226,0,1.0
2022-06-29,2,8500,650,super area,howrah,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-06-15,3,20000,1050,carpet area,salt lake city sector 2,kolkata,unfurnished,bachelors,2,contact agent,,6360088226,0,1.0
2022-05-20,2,6000,960,super area,dum dum,kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-05-30,2,5500,650,carpet area,joka,kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,1,1.0
2022-05-21,1,7000,550,super area,kasba,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-21,2,7000,500,super area,dum dum metro,kolkata,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-04-25,1,6500,450,super area,"baishnabghata patuli township, patuli",kolkata,unfurnished,family,1,contact owner,,6360088226,3,4.0
2022-06-29,2,10000,850,super area,agarpara,kolkata,unfurnished,bachelors,2,contact owner,,6360088226,1,2.0
2022-07-01,1,5200,300,carpet area,dum dum,kolkata,unfurnished,bachelors/family,1,contact agent,,6360088226,0,3.0
2022-04-25,2,13000,1000,carpet area,"n.s.c bose road (near ushagate), new alipore",kolkata,semi-furnished,bachelors/family,3,contact owner,,6360088226,1,2.0
2022-05-24,2,7000,500,carpet area,garia,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-05-12,2,12000,756,carpet area,dashadron newtown rajarhat,kolkata,semi-furnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-04-23,1,15000,1000,super area,barrackpore,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-05,1,5000,150,carpet area,anandapur,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-05-14,1,8000,800,carpet area,new town near ecopark .,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,0,2.0
2022-06-21,2,8000,700,super area,"gandhi colony, netaji nagar",kolkata,unfurnished,bachelors,2,contact agent,,6360088226,2,3.0
2022-06-17,1,5000,420,super area,em bypass south east,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,3,3.0
2022-06-21,2,10000,800,super area,"gandhi colony, netaji nagar",kolkata,unfurnished,bachelors,1,contact agent,,6360088226,0,1.0
2022-06-24,2,12000,288,carpet area,kasba,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,2,3.0
2022-06-11,2,8000,900,super area,"teghoria, baguiati",kolkata,unfurnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-07-03,2,21000,850,carpet area,salt lake city sector 2,kolkata,unfurnished,bachelors,2,contact agent,,6360088226,1,1.0
2022-06-07,1,5000,350,carpet area,thakurpukur,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,1,1.0
2022-04-27,2,9000,600,super area,baghajatin,kolkata,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-06-26,2,8000,1600,carpet area,kalyani,kolkata,semi-furnished,bachelors,1,contact owner,,6360088226,0,2.0
2022-06-11,2,7000,986,carpet area,pranthik society library road bhadreswar,kolkata,unfurnished,bachelors,1,contact owner,,6360088226,2,3.0
2022-07-03,3,35000,1330,carpet area,salt lake city sector 2,kolkata,unfurnished,bachelors,2,contact agent,,6360088226,1,3.0
